PC	batch	Island	Sampling.Site	Language	Sampling.Date	Age	RNA.Extraction.Batch	Sequencing.pool	RIN	Mappi	Season	Gran	Bcell	CD4T	CD8T	NK	Mono	replicate	Variance
78	0.982554999281994	0.990235015449908	0.63760715103044	0.559930053519492	0.757973380289019	0.342328857084199	0.187953441032626	0.509914135301726	0.883706230681109	0.89661274181433	0.89661274181433	0.917326152992887	0.841399699831278	0.909058171960121	0.892193596958219	0.942743761359736	0.897700192663273	0.666128457778112	0.00228925584844178
79	0.941017126311895	0.932536684014567	0.953623343779927	0.903034862659863	0.934446716265938	0.505289882168975	0.254229614496273	0.768125838443876	0.671030884600111	0.936379336996045	0.936379336996045	0.871388095907068	0.725805723104493	0.748879866098976	0.847809686690496	0.832043169222683	0.986727604818123	0.852117869130599	0.00227516980471218
80	0.947155058610964	0.976820311667557	0.663438865152272	0.764363875403339	0.777164044661297	0.971673935490356	0.910136270185023	0.974168117035908	0.766972821647548	0.878380069169566	0.878380069169566	0.842845639765832	0.792748727544333	0.803303987387488	0.790193538758187	0.929858599223345	0.931566703628199	0.982510767745999	0.00224668026971383
81	0.999381994836619	0.974829267420627	0.44375083704746	0.541752811516355	0.601046969492477	0.896646310698016	0.264634216988018	0.0560583264877516	0.736278322502103	0.846996010920567	0.846996010920567	0.811509264797078	0.810293012503958	0.824517938403006	0.480979419561421	0.997584902793248	0.844591798185157	0.908690317702334	0.00222744075893325
82	0.982164665667477	0.974649513679767	0.809763993483075	0.801957591487852	0.724265090526088	0.912572283568921	0.161635088990575	0.305551843957132	0.510871956001151	0.900182697508383	0.900182697508383	0.927651348667209	0.976648006912436	0.909227288466631	0.98407014056627	0.643732588743854	0.667587613427586	0.427034122823855	0.002225086153175
83	0.960174566826836	0.986950309059933	0.764782141049191	0.795314577930581	0.867832236054522	0.506035337208949	0.358861262030235	0.202036861841585	0.964704998703587	0.871281881410853	0.871281881410853	0.997510917413774	0.82080414619583	0.996817836780173	0.646610602394886	0.946933049482521	0.839936752073803	0.9285261202676	0.00218571827316854
84	0.992774655764087	0.985221340345126	0.57971287269731	0.619028629035347	0.734537951594668	0.336938724286815	0.0262859225708122	0.593494713400402	0.493538895075944	0.880063741204709	0.880063741204709	0.907579901244964	0.92461449915689	0.839213083744801	0.402985031772008	0.858607148682363	0.803785118485116	0.62912179530219	0.00218038278621209
85	0.985546062111686	0.970666236021055	0.687105622382403	0.473423148966543	0.787409731226716	0.528758841465804	0.652064402490485	0.961277358624	0.815347266641352	0.926393377816432	0.926393377816432	0.972430427996214	0.923413908569236	0.796538563947831	0.787720037593483	0.727930449087614	0.822576558028001	0.809972748175705	0.00217064832742517
86	0.939262716381595	0.994317086839756	0.979415169432632	0.968864843662441	0.988066917685996	0.393876556211919	0.877397182482409	0.961089614804214	0.977919130023399	0.915456964376046	0.915456964376046	0.801271956947022	0.800409650052959	0.994638098081233	0.827668362311066	0.893668567678684	0.999141638819529	0.692028251747575	0.00216470958697867
87	0.96422057705117	0.894593301736418	0.991236279632821	0.952833829789652	0.991132220256293	0.539806081026284	0.393544059312567	0.491339204331378	0.194521650770157	0.934462497467724	0.934462497467724	0.974397089860899	0.914199656024886	0.923345056965129	0.572195020680649	0.974159970904331	0.815848883078014	0.688629513548049	0.00215083954065592
88	0.978069093820569	0.961864744424401	0.321432317174483	0.293515037048537	0.472317995277076	0.864446893213554	0.883142210629012	0.742423063403825	0.590336063719773	0.866978184185398	0.866978184185398	0.990982174055445	0.915766857535771	0.630520855684467	0.888127305347279	0.969426202654114	0.880322804305619	0.794859158685569	0.00214539141473112
89	0.990589344213895	0.96821534178484	0.636545980050977	0.552113305313092	0.73671355586847	0.844489926064804	0.616304748887745	0.904200258941459	0.983454517196848	0.884546853187624	0.884546853187624	0.950026509751088	0.970163594930262	0.754852066773376	0.991821652022858	0.985667885589161	0.899001366621035	0.94616228147796	0.00211776548910905
90	0.988060819831129	0.994011996924496	0.857088662982314	0.902201362218785	0.91937314946047	0.548215637186752	0.770413826252084	0.888516445790376	0.885056888353575	0.973351748327429	0.973351748327429	0.82275024325007	0.916323926055641	0.854160596175099	0.926255650441538	0.954684028918749	0.97120719331381	0.882427293162862	0.00210150414745193
91	0.993117471797751	0.976350120295616	0.999590609740042	0.940355686260189	0.999881140553258	0.461647489479177	0.246309891332775	0.943209235681274	0.97843532486906	0.85455289474725	0.85455289474725	0.983606362494541	0.922064038217996	0.951351273749622	0.313835993619853	0.81465428658653	0.94505148600118	0.73850340873313	0.0020885061418091
92	0.967582607857302	0.996938053873191	0.396206349197391	0.223836175162329	0.567728552053241	0.901297243518946	0.587420764775407	0.945892897788583	0.913055736516067	0.964873961230127	0.964873961230127	0.96569466385798	0.987653377434079	0.817230744268529	0.517848817928724	0.984307595220276	0.959948506964982	0.728680998622798	0.00207445642323583
93	0.99309974567074	0.986794860930436	0.310750620613016	0.243278770632172	0.42882769274299	0.967899014682215	0.978860568777088	0.777544158870426	0.440956178735875	0.870491117097656	0.870491117097656	0.948444048046938	0.871743025006652	0.678986889832498	0.856210347635858	0.850341915164042	0.840158868041959	0.578116003754416	0.00204235174999398
94	0.992681371448479	0.953794761973676	0.987780064708285	0.874152030862356	0.993184705913961	0.137817370481642	0.872912498382551	0.826666703207382	0.700225356697792	0.998821258712392	0.998821258712392	0.869110460486873	0.992208794846178	0.386684811547081	0.649358198333339	0.954569968936879	0.852002133573038	0.837058272069374	0.00203387375894513
95	0.863468521491144	0.977630705933515	0.998261348795809	0.998880712206186	0.999415263669433	0.822784110352769	0.601384462059765	0.859979722573754	0.950539357083591	0.957345583118757	0.957345583118757	0.737865644882803	0.964642749633982	0.878578347019067	0.287853336300322	0.994178953359987	0.943075128307842	0.92745414063783	0.00202533961231693
96	0.960917225506979	0.98837762008631	0.865136919824752	0.902295250136126	0.822664224537344	0.441508773886485	0.14354589316698	0.560937964787261	0.909110676798181	0.940522720706779	0.940522720706779	0.97647765046053	0.825124032997994	0.902614236191538	0.647556934528676	0.938841968913887	0.975776809220938	0.701474899908411	0.00202128088481868
97	0.915481476213658	0.980621836300644	0.964243629800633	0.629398028467613	0.988557623254433	0.563750515965153	0.068289854613969	0.0254399726384509	0.965590237699514	0.961758678604671	0.961758678604671	0.957933754805495	0.803977805825522	0.867023390519796	0.310986652191504	0.775111527012092	0.957945017380842	0.837458523299918	0.00200657684650177
98	0.99105487256266	0.97391552959838	0.298681304488284	0.271378174382545	0.435211510824472	0.569806528291421	0.667490625814127	0.845318056716062	0.547405205704474	0.854088900907187	0.854088900907187	0.920323496323872	0.836709359661557	0.775300379820259	0.84419681977835	0.987283380796699	0.583353643646978	0.684967503599629	0.00198802555783036
99	0.995496104644758	0.994798966270525	0.909809364067113	0.704016921388454	0.950473364932682	0.353056250423569	0.409033726844995	0.680976069935552	0.370479116981453	0.969695975133342	0.969695975133342	0.951165220770335	0.971357313089293	0.886500491521298	0.590124959656184	0.939586690946896	0.775905052975133	0.855425679710698	0.00197191717152886
100	0.981617010068779	0.972935528534787	0.982010629654719	0.94057286531286	0.983296892032037	0.449911183524017	0.920365697974855	0.97746078147107	0.531133464111637	0.995836790158704	0.995836790158704	0.93280794108773	0.935942738886429	0.994096775440699	0.895990647405473	0.751022153962652	0.899772486698421	0.425959666829191	0.00195005261732998
101	0.977923524532297	0.995074016130618	0.678781963282078	0.107852624740378	0.824024386178062	0.930390395116881	0.268388103669788	0.987985189265888	0.815068941190395	0.941903153629221	0.941903153629221	0.977757331994997	0.934096755018343	0.858190733655154	0.804250129607597	0.774670193251168	0.995442009109211	0.973293072600973	0.00193818863997523
102	0.978716321669527	0.994096383003479	0.706548325236876	0.835233687890688	0.844214076606843	0.836355995333914	0.745066240641687	0.983363446203086	0.962255106334122	0.987864396268116	0.987864396268116	0.91446889436633	0.975677592231825	0.870692964029033	0.885327798305863	0.893632769609049	0.883173029067902	0.650537506954765	0.00191328278538114
103	0.999864275159321	0.983439337322399	0.663463294241005	0.671144742586317	0.814196352042393	0.697322630533921	0.647359498117485	0.97530769001279	0.292911186855571	0.988245511644947	0.988245511644947	0.81599051823333	0.966728946038624	0.92595434257092	0.646854954044224	0.95836088038024	0.997208718894737	0.857535931016238	0.00190609272255417
104	0.953950267380496	0.991638949290987	0.999917725548841	0.797094474479402	0.999764228171739	0.766353701885688	0.669280747329532	0.925588499798824	0.274059575952304	0.901256129161953	0.901256129161953	0.727361088223532	0.920618827176696	0.697078360088007	0.687497390189363	0.47847632128646	0.800362082544094	0.969005725667245	0.00189048064185198
105	0.942966202795384	0.978953363362963	0.997915734248207	0.999652519561035	0.999656806696771	0.801971584368304	0.997143203163213	0.602383237809942	0.156072744910603	0.87927089537776	0.87927089537776	0.825261106194287	0.975299925957389	0.791872016689287	0.44108096843382	0.975137259597826	0.9423028902871	0.844761572197683	0.00187365185261837
106	0.991947469452643	0.979172279397259	0.786486277624576	0.73086792665514	0.900049854955922	0.99940368383552	0.917645048791915	0.940298659331197	0.82569840402941	0.94667324718953	0.94667324718953	0.949348488887121	0.947429909707311	0.635402348917161	0.662204614243908	0.809360288957008	0.956422459738676	0.991513864170421	0.0018628306989307
107	0.990796539446678	0.992864525952265	0.860088206245965	0.834730572395173	0.942097952506022	0.811177431387919	0.234253633145987	0.992677902519326	0.670760901812832	0.934864041225621	0.934864041225621	0.994547254997077	0.952118217556734	0.731185400713921	0.940924163498664	0.878804927453452	0.702592225044639	0.708123220530881	0.0018432526745259
108	0.991458121795971	0.989414910511505	0.999994223475422	0.999851799357351	0.999990397217229	0.962568880441238	0.102339464351812	0.989915727671927	0.501392152706769	0.940874330604089	0.940874330604089	0.928214850075929	0.785884773210496	0.554272763059722	0.808289794210446	0.945516755212755	0.985870982290986	0.938451902048202	0.00183292437271996
109	0.939472608326324	0.975534353543076	0.999911947714054	0.998260067905539	0.999638509892866	0.572166721735174	0.92823134968346	0.110850416619032	0.880895421426869	0.954454034515197	0.954454034515197	0.845792306573509	0.75478554546564	0.818852667237881	0.498416078423886	0.679861736790395	0.889548979540152	0.576206399765023	0.0018099467539825
110	0.976846020448484	0.926047876093624	0.975769398987643	0.981288742746003	0.98940135655362	0.517399573086904	0.78277711914777	0.580677473446744	0.732536009702349	0.935275522495856	0.935275522495856	0.981347635083683	0.982161622375556	0.806841532675748	0.512408614228267	0.972753659414407	0.880914454770753	0.999222991683824	0.00180149536261432
111	0.996748737869954	0.996293417988891	0.949544656073049	0.956654061175533	0.977346549364254	0.842256648610496	0.997681207506961	0.673877274807583	0.702758567440901	0.96380894275641	0.96380894275641	0.889624511512726	0.998744505249805	0.869653321797299	0.793650986552196	0.900622838425345	0.983877308391224	0.877585619586148	0.00177962017000272
112	0.995265249273446	0.991358464579592	0.999352699942578	0.999923389215283	0.999640506083383	0.830266718374496	0.0143874809772898	0.741664563621165	0.602752745316342	0.989755733424628	0.989755733424628	0.916856201441216	0.944944853597425	0.754813862650708	0.961431923908391	0.6770600160412	0.9606487661792	0.918119986495083	0.00175395052911633
113	0.990651607456901	0.983602991627334	0.882349517981376	0.836294501501577	0.913261113227359	0.721481067247465	0.936592733686972	0.884014141082469	0.527160403316625	0.860583134894958	0.860583134894958	0.89074502851528	0.912926611905556	0.692759267012533	0.755071137728005	0.825817719519436	0.858876915598074	0.898562053368813	0.00173080829700039
114	0.967147961691784	0.995231420540302	0.999883357331938	0.972047942785178	0.999513421646186	0.959223264953772	0.587611676151505	0.967416571251782	0.729983587525078	0.924082582460219	0.924082582460219	0.930945860156944	0.893550299157895	0.542589205808881	0.33582822285384	0.734247081506022	0.899743440928807	0.952312847440875	0.00172114099663673
115	0.997307654191283	0.988961712630905	0.946052246651871	0.933601839873384	0.980056903102001	0.90473337145487	0.323154003925439	0.930594828602728	0.824880579998692	0.968573041165398	0.968573041165398	0.632988321682635	0.863353173796324	0.639873292797493	0.823263220524514	0.582899783231485	0.825203033315787	0.877547981301883	0.00170200897772988
116	0.995834131160818	0.970908748586979	0.744666574321395	0.819745868571742	0.833388434046848	0.901758457048305	0.667423913805912	0.295261892822751	0.810652956435542	0.862913265741941	0.862913265741941	0.85895038588992	0.962395990337945	0.648928653727335	0.675828189012301	0.867596538847683	0.994440370322691	0.101084250876752	0.00164098578018287
117	0.956491673340077	0.858579014868016	0.298689714611818	0.462259130078491	0.456552768873325	0.91778328368148	0.999816681124589	0.970507260194741	0.639760471696904	0.783252591202317	0.783252591202317	0.876543718000801	0.870449634246494	0.979808550190666	0.920471368597032	0.845505443771806	0.983469453522642	0.00250377685188309	0.00144998584079314
118	0.984676729913539	0.983278971140824	0.997823761413291	0.999573098952357	0.999692515315768	0.849897923264902	0.999999999918448	0.946994923571336	0.525888493881042	0.891402564573466	0.891402564573466	0.974743293811567	0.649495003144928	0.645556966089228	0.838074347784709	0.602566525282438	0.64596860825041	5.35493612933785e-05	0.00131837825519703
119	0.988437540550053	0.986907815726437	0.999945191264645	0.999994894142009	0.999995311860592	0.940436278430231	1	0.451113086202491	0.605786447533625	0.962439471799293	0.962439471799293	0.990716264507164	0.898120542852732	0.86525235846536	0.895896340134047	0.824770519578069	0.922951461695795	0.347093884023745	0.00120397702822971
120	0.98575681224537	0.980591869769013	0.999835489478155	0.99998434804583	0.999986421696279	0.964397065741472	1	0.726912176583805	0.821384684738024	0.877142521328028	0.877142521328028	0.940985211071861	0.943041776018327	0.856481392370038	0.886816175464448	0.900685658328082	0.925324049191956	0.254884766989014	0.00118376377320986
121	0.981997376365298	0.997041376211874	0.999282393517364	0.999838813249016	0.999890887591735	0.940816841975676	0.99999999999987	0.539805533045715	0.933389941011862	0.951802289793752	0.951802289793752	0.947256136215347	0.983331575457825	0.985048624118737	0.982119134169803	0.973340325791251	0.91071894678857	0.0602299547879892	0.00108651767874048
122	0.945073191690307	0.994764599197016	0.99999988617797	0.999999995868275	0.999999997897749	0.971939633659147	1	0.0233363485055246	0.926030314621486	0.940955299441004	0.940955299441004	0.999052009043456	0.995760590818253	0.911050868559229	0.871681870452157	0.942036603654111	0.906898991938686	0.111365468932038	0.000922048753581734
123	0.0133139764464766	0.0224748075314216	0.109622940000112	0.16421759759817	0.0968509168824586	0.00178762174963963	0.673405798646064	0.0470084579164259	0.170020932623853	0.0108529452765091	0.0108529452765091	0.576471480798877	0.394914872143373	0.806584100028636	0.354325796755304	0.214628623858047	0.364785183146242	0.563854317221795	9.00606686825608e-31
