"PC" "lib.size" "batch" "Island" "Sampling.Site" "Language" "Sampling.Date" "Age" "RNA.Extraction.Batch" "Sequencing.pool" "RIN" "Mappi" "Season" "Gran" "Bcell" "CD4T" "CD8T" "NK" "Mono" "ID" "replicate" "microscopy.pos" "PCR.pos" "fract.pfpx.reads" "ind" "Variance"
"45" 45 0.0921007448737898 0.997453877845256 0.982115681130047 0.856251033226485 0.306619303916069 0.78079777020992 0.927731689979295 0.413497075778273 0.809628173164651 0.948778828587096 0.881528650788321 0.881528650788321 0.980752295349215 0.978225964103592 0.989262776422239 0.999138396487351 0.963099709960343 0.97269899369383 0.00114789249732109 0.579902043755585 0.722085903719433 0.515393370312069 0.387633856201267 0.00114789249732109 0.00461605393051183
"46" 46 0.188970902508387 0.997143099285265 0.984431681654172 0.43405515446454 0.509142744041254 0.582996275011963 0.975576752020453 0.614089929416886 0.597125934816736 0.942131867613869 0.96770138567917 0.96770138567917 0.970598448563476 0.992859562192708 0.96609717126068 0.998151220410737 0.978671948675907 0.95109649425218 0.00879398388502716 0.341830691313188 0.475718411458907 0.706019144086391 0.0625368061601688 0.00879398388502716 0.00454294056245981
"47" 47 0.923351124360849 0.999494932245846 0.997677639812667 0.982535115269354 0.990915966133375 0.985873556757248 0.983313321630069 0.866517267976244 0.459327277845401 0.975738386178963 0.994777684253784 0.994777684253784 0.988541345090108 0.995042639811411 0.988243573141979 0.999543086899142 0.99815852219928 0.981535088035059 0.000206949893857581 0.925518721809969 0.711012110159036 0.558549323494402 0.618601657248932 0.000206949893857581 0.00451208178909783
"48" 48 0.876971272624308 0.997691856458895 0.964503972552451 0.930818456580075 0.957294796307553 0.966626430108698 0.973353475020863 0.204643889296884 0.967471867544074 0.951966545570737 0.83793540821842 0.83793540821842 0.969339086749585 0.991633783920293 0.954062555803493 0.996156502356234 0.930802644620834 0.944645335200273 0.000712463803762757 0.985083100872181 0.718816341000946 0.907945574875961 0.194571357714523 0.000712463803762757 0.00441887656592329
"49" 49 0.457024436940335 0.99298177809595 0.943427095953108 0.437931583606809 0.576220723397115 0.449044016894835 0.870312785794798 0.299699314545606 0.573941974809294 0.916702578229371 0.77335797699545 0.77335797699545 0.97032846063649 0.96077278318713 0.98724409741583 0.99798498370189 0.926330679119956 0.959483017302073 0.000819526772200446 0.65445393129548 0.497756839115789 0.848875291145064 0.264746179973629 0.000819526772200446 0.00438089288013411
"50" 50 0.795348890382504 0.967472026277311 0.855681329893842 0.560793670739316 0.40512980597372 0.484469022067645 0.876840051986941 0.854538681799524 0.785319181860761 0.805331895359696 0.991314019744563 0.991314019744563 0.905822258434485 0.963368524279831 0.900597822069841 0.995728278015114 0.972364111951296 0.847648399098745 0.000146551427106617 0.770936056267514 0.358383300120577 0.69068278251875 0.829873659398626 0.000146551427106617 0.00432265362704361
"51" 51 0.552196129227942 0.999082542273898 0.994846159040231 0.99966374307539 0.974310169022779 0.999849391157839 0.987049346148454 0.720035140915791 0.958282735055716 0.9672138037203 0.979150689942831 0.979150689942831 0.983231826287908 0.996224897849561 0.980464999135886 0.998909837682518 0.98695486936313 0.972020224522336 0.000587922285252791 0.599670661753748 0.807542105582007 0.956102844175925 0.905865068151741 0.000587922285252791 0.00428957709298518
"52" 52 0.828078490973355 0.993817029329813 0.962547639787045 0.864211162511124 0.835938202667221 0.321321089894878 0.896556013280093 0.944183675201895 0.20503793634064 0.918838902724706 0.844505395568114 0.844505395568114 0.968000136020957 0.968832943815626 0.978773564218533 0.999177311419483 0.953625521880444 0.953230408547063 0.00136122697675134 0.828550060735089 0.932062056731913 0.381921058734652 0.085700586445549 0.00136122697675134 0.0042667499449977
"53" 53 0.598892265820823 0.977674537074085 0.901279487838242 0.361699664708236 0.535887455732052 0.085250654600691 0.888591918561943 0.658978144695751 0.524989383309529 0.838899176749593 0.964462332190828 0.964462332190828 0.923549277715572 0.966805388349313 0.9216220161071 0.996956707703761 0.987933973532226 0.877116779951909 0.000390490375909109 0.945620714143536 0.989986287869112 0.929798923723841 0.35208691712711 0.000390490375909109 0.00421197956970085
"54" 54 0.208218961123934 0.983471284934551 0.877424976306545 0.742584059229992 0.833006515146243 0.856772234649141 0.985990848634748 0.508602051374627 0.966494368696961 0.862471971188207 0.796446383034643 0.796446383034643 0.924026678421978 0.996447813015474 0.902499119064451 0.993409131363422 0.900677063846927 0.869848113083492 0.00100072991400749 0.536995054884781 0.921458998186817 0.954053303875957 0.832127754799667 0.00100072991400749 0.00419018964013102
"55" 55 0.924060870498546 0.967363178660197 0.858500623325476 0.792372861486077 0.497045111129953 0.699622966473162 0.864151765760459 0.216990256256767 0.984893257011146 0.805362907607142 0.953917707977015 0.953917707977015 0.907545029367545 0.959457085739446 0.905468512791389 0.996362691027391 0.986518980679435 0.851660692986186 0.000451700137004162 0.829972308021511 0.0123104196209822 0.19021766081641 0.377704577860463 0.000451700137004162 0.00416511870993552
"56" 56 0.517425825890115 0.996670710385886 0.981599802500418 0.834057055068465 0.447871622104633 0.312524151416184 0.974624686221775 0.283283301481524 0.153517451470854 0.937543397239045 0.962268039998365 0.962268039998365 0.968131949550302 0.992593251658452 0.963030622188159 0.997955709917981 0.975892158856261 0.946905857959222 0.000212941088993416 0.507071010551567 0.869518252112551 0.588214629916916 0.0736226485323575 0.000212941088993416 0.00413793533121008
"57" 57 0.345452733868908 0.998669105422877 0.993954726810323 0.546968328707089 0.657471457738926 0.505684183726459 0.967586322385787 0.747473556934181 0.655588697196622 0.960857361197091 0.975613179319329 0.975613179319329 0.982242726492479 0.99032731613307 0.983114629114083 0.99953297664206 0.996933694531101 0.971936809002159 0.00762987676472061 0.441046101527348 0.96691606127689 0.840818862266063 0.591557688910985 0.00762987676472061 0.00406969019898565
"58" 58 0.812682789467301 0.99990312840065 0.995171907633504 0.999788406428288 0.999959934403353 0.933578716528336 0.975264022543775 0.0759421643374405 0.0362724015255861 0.997609944118973 0.923947866767718 0.923947866767718 0.995348739008467 0.992452264831496 0.988821917026041 0.998656471692531 0.970820615034019 0.989863928925357 0.00125133649402734 0.722017954627019 0.981373577562106 0.977311640437 0.783047180693849 0.00125133649402734 0.00404662129217244
"59" 59 0.951568630810381 0.9970662448307 0.98670220198534 0.902728163833225 0.919357881269298 0.93230291543323 0.951616996365292 0.377428927373901 0.235576535665008 0.941904157250977 0.963017338728532 0.963017338728532 0.973670214932637 0.98555578498815 0.97503043182638 0.999319679691873 0.99515261913829 0.958422951496803 0.003844568164069 0.987365480574921 0.948946917985679 0.936940208848609 0.30491788879028 0.003844568164069 0.0040308303368666
"60" 60 0.765391712865048 0.994767389748367 0.973406703245542 0.886475643208719 0.635168164999344 0.943002521825764 0.961142705717507 0.778631032935674 0.926840396029599 0.921670841529424 0.973055138243106 0.973055138243106 0.960952678458723 0.988566180950758 0.956281553675803 0.997780420881205 0.977468686631607 0.935609058395253 2.86166397402894e-05 0.811586714047222 0.882523171675861 0.890894793185905 0.484494151479018 2.86166397402894e-05 0.00398215017035431
"61" 61 0.758825221254261 0.994142097466051 0.970787485838049 0.61236484625859 0.526814805245878 0.645625991951289 0.957001334560636 0.363869112846127 0.338968278532092 0.917132563653254 0.976969914342656 0.976969914342656 0.958936001474691 0.987326863482144 0.954457914630915 0.997744234387468 0.978232406777758 0.932466803144538 4.51873829168944e-05 0.87686209419728 0.543660478211097 0.433513026169429 0.720013403121754 4.51873829168944e-05 0.00395984403057821
"62" 62 0.77867015996273 0.982802615947663 0.921858271923283 0.877955986363505 0.884442821478808 0.830675081899312 0.909309967792029 0.598957760513102 0.642959523182701 0.858361857838853 0.989804444392807 0.989804444392807 0.931904578210459 0.973059566250276 0.928437664668439 0.996972731913915 0.981462278938876 0.889775010204181 0.00698234641313172 0.909839254871574 0.461856764771664 0.952704128031095 0.307632143016987 0.00698234641313172 0.0039305185237874
